,valores em euros,valores preditos
15911,0.02,0.24543369
7225,0.22,0.2532928
16378,0.01,0.24543369
13294,0.05,0.24543369
12731,0.06,0.24543369
2239,0.92,0.7405869
3016,0.67,0.71889895
7648,0.2,0.24543369
8988,0.14,0.24995297
11324,0.08,0.24543369
2620,0.78,0.9630745
9325,0.13,0.24666831
908,1.91,1.6786162
8291,0.17,0.24763715
11156,0.09,0.24543369
13931,0.04,0.24543369
12685,0.06,0.24600944
12572,0.06,0.24543369
5958,0.29,0.43139064
3217,0.63,0.6734572
10023,0.11,0.24763715
12740,0.06,0.24543369
15945,0.02,0.24543369
15660,0.02,0.24543369
6125,0.28,0.31255093
3582,0.56,0.43652666
10685,0.1,0.24543369
9379,0.13,0.24543369
15298,0.02,0.24543369
6782,0.24,0.24843326
5272,0.35,0.35947442
3166,0.64,0.5527967
769,2.14,1.8290207
15732,0.02,0.24543369
5610,0.32,0.29127377
9476,0.13,0.24763715
13774,0.04,0.2614415
15153,0.02,0.24575695
6069,0.29,0.267096
10564,0.1,0.24798498
15590,0.02,0.24696094
8766,0.15,0.30636108
13824,0.04,0.24543369
14993,0.03,0.24543369
8203,0.17,0.2486313
8182,0.18,0.24666831
1908,1.08,0.84620845
9371,0.13,0.24543369
1580,1.25,1.0606539
10085,0.11,0.24543369
441,3.12,2.3940704
11699,0.08,0.24543369
5368,0.34,0.3053334
9833,0.12,0.24543369
513,2.84,2.3602242
5289,0.35,0.2860532
11374,0.08,0.24763715
12612,0.06,0.24543369
16009,0.02,0.24543369
8137,0.18,0.24666831
13761,0.04,0.24543369
9072,0.14,0.24543369
14184,0.03,0.24543369
13020,0.05,0.24543369
689,2.31,1.7570989
2552,0.81,0.57013273
4774,0.4,0.3316707
7857,0.19,0.24543369
2662,0.77,0.55677813
9655,0.12,0.24666831
13159,0.05,0.24543369
16235,0.01,0.24543369
5870,0.3,0.2789717
13776,0.04,0.24543369
12209,0.07,0.24543369
14410,0.03,0.24543369
6765,0.24,0.25904417
936,1.86,1.6530483
5192,0.36,0.29475287
2536,0.81,0.72021157
3121,0.65,0.3836322
10009,0.11,0.24543369
1897,1.08,1.0681424
13097,0.05,0.24543369
13883,0.04,0.24763715
810,2.07,1.6210321
12734,0.06,0.25096294
16070,0.02,0.24543369
10704,0.1,0.24543369
1904,1.08,1.0215374
10034,0.11,0.24543369
13619,0.04,0.24543369
11400,0.08,0.24543369
3290,0.61,0.55059874
12028,0.07,0.24543369
6349,0.27,0.24854279
10973,0.09,0.24543369
4194,0.47,0.33767772
14611,0.03,0.24543369
13853,0.04,0.24543369
1348,1.42,1.3334079
4450,0.44,0.4115236
16492,0.01,0.24543369
14776,0.03,0.24543369
9897,0.12,0.24827757
15029,0.02,0.24543369
11053,0.09,0.24543369
716,2.24,1.8384804
9307,0.14,0.24600944
10082,0.11,0.24763715
16256,0.01,0.24543369
15653,0.02,0.24543369
11358,0.08,0.24543369
15142,0.02,0.25184405
674,2.35,0.8851944
12966,0.05,0.2799279
6611,0.25,0.29444396
14542,0.03,0.24543369
11615,0.08,0.24543369
16498,0.01,0.24543369
1367,1.41,1.2810479
773,2.13,1.659453
4339,0.45,0.37437043
13467,0.05,0.27413005
6438,0.26,0.27975667
14002,0.04,0.24995297
13517,0.04,0.24543369
1403,1.38,1.2998424
1923,1.07,0.9295926
585,2.62,2.2140536
9913,0.12,0.24608004
10114,0.11,0.24543369
16693,0.01,0.24543369
14178,0.03,0.24543369
5297,0.35,0.33475125
1909,1.08,0.84620845
15514,0.02,0.24543369
11355,0.08,0.24543369
5571,0.32,0.34499303
11236,0.09,0.24995297
9556,0.13,0.24600944
2151,0.96,0.9324897
3306,0.61,0.3315445
6820,0.24,0.25840998
16684,0.01,0.24543369
12230,0.07,0.24543369
14713,0.03,0.24600944
11918,0.07,0.24600944
10226,0.11,0.24543369
11186,0.09,0.24543369
4809,0.4,0.42755634
12788,0.06,0.24543369
7800,0.19,0.2470156
11744,0.08,0.24543369
7661,0.2,0.24654084
3789,0.53,0.41675568
9953,0.12,0.24543369
13206,0.05,0.24666831
14080,0.04,0.24543369
12618,0.06,0.24543369
1954,1.06,0.81496274
841,2.03,1.5994749
4387,0.44,0.2893815
11457,0.08,0.24543369
3809,0.53,0.50670195
3099,0.65,0.50892794
13990,0.04,0.24543369
1179,1.57,1.4412409
13738,0.04,0.24543369
13618,0.04,0.24543369
8346,0.17,0.27782303
6936,0.24,0.25904417
8572,0.16,0.24543369
7234,0.22,0.2628035
4841,0.4,0.32345355
14883,0.03,0.24600944
4115,0.48,0.46271843
13749,0.04,0.24543369
1635,1.22,0.7173464
8701,0.16,0.24543369
15617,0.02,0.24543369
9540,0.13,0.24543369
8621,0.16,0.24696094
993,1.76,1.5198004
10797,0.1,0.24543369
6287,0.27,0.26582456
11477,0.08,0.24763715
11388,0.08,0.24543369
16325,0.01,0.24543369
15380,0.02,0.24543369
383,3.46,2.689589
5176,0.36,0.29708725
4637,0.42,0.27564734
5293,0.35,0.34724188
13882,0.04,0.24543369
9460,0.13,0.25300807
6209,0.28,0.26602167
8775,0.15,0.24543369
15801,0.02,0.24543369
14881,0.03,0.24543369
12049,0.07,0.24543369
14079,0.04,0.24543369
4268,0.46,0.40829384
15496,0.02,0.24543369
11182,0.09,0.24543369
207,5.0,3.9230022
15235,0.02,0.24543369
7945,0.19,0.24543369
9012,0.14,0.24763715
5136,0.37,0.33676606
4717,0.41,0.35815975
5820,0.31,0.29937118
9752,0.12,0.24543369
15253,0.02,0.24543369
15425,0.02,0.24543369
4188,0.47,0.35765234
10279,0.11,0.24543369
8391,0.17,0.24696094
6412,0.27,0.2602954
4948,0.39,0.38224953
4048,0.49,0.603877
5663,0.32,0.33958343
16479,0.01,0.24543369
1407,1.38,1.2874734
10078,0.11,0.24543369
9508,0.13,0.24543369
8015,0.18,0.24862778
6040,0.29,0.29853153
6961,0.23,0.26433793
7153,0.22,0.24543369
6698,0.25,0.28899854
12030,0.07,0.2549668
16060,0.02,0.24543369
6769,0.24,0.35334194
15247,0.02,0.24543369
7582,0.2,0.24763715
11632,0.08,0.24543369
13277,0.05,0.24543369
3677,0.54,0.5201234
13519,0.04,0.29994893
2494,0.83,0.6656048
16338,0.01,0.25166532
2699,0.76,0.5649655
11549,0.08,0.24666831
9798,0.12,0.24543369
11151,0.09,0.24665582
9053,0.14,0.24608004
11927,0.07,0.24543369
16388,0.01,0.24543369
13920,0.04,0.24763715
7041,0.23,0.25532973
9583,0.13,0.24543369
9481,0.13,0.24543369
3409,0.59,0.47115624
7864,0.19,0.25213197
7506,0.2,0.27053988
8645,0.16,0.24608004
3410,0.59,0.50717413
3572,0.56,0.50399697
4419,0.44,0.35541272
15813,0.02,0.24543369
16500,0.01,0.24543369
10161,0.11,0.24543369
9937,0.12,0.24666831
3227,0.62,0.46998617
2727,0.75,0.5605426
14003,0.04,0.24543369
11360,0.08,0.24608004
10827,0.09,0.2470156
14634,0.03,0.24543369
6362,0.27,0.27133745
5877,0.3,0.26433793
13142,0.05,0.24543369
966,1.81,1.4983046
8043,0.18,0.24763715
7165,0.22,0.25166532
11520,0.08,0.24543369
2595,0.79,0.8233533
1416,1.37,1.1979747
5549,0.32,0.28979465
16164,0.01,0.25286645
13574,0.04,0.24543369
3762,0.53,0.47021538
7673,0.2,0.24543369
12496,0.06,0.24543369
3052,0.66,0.55406564
11519,0.08,0.24543369
5894,0.3,0.29351825
13155,0.05,0.24763715
15804,0.02,0.24543369
12957,0.05,0.24543369
7262,0.22,0.26094514
2105,0.98,0.88088167
5616,0.32,0.3220272
6890,0.24,0.2471166
11712,0.08,0.24575695
5484,0.33,0.35780728
15645,0.02,0.24543369
78,8.49,7.0722723
5497,0.33,0.26629624
8470,0.16,0.2574001
12326,0.06,0.24543369
12203,0.07,0.24543369
4140,0.47,0.33988115
6311,0.27,0.30725324
9445,0.13,0.24543369
5556,0.32,0.29784393
5002,0.38,0.26041555
15460,0.02,0.24666831
4374,0.44,0.3713495
4968,0.38,0.35868943
83,8.07,5.246013
3750,0.53,0.46863353
16344,0.01,0.24763715
10748,0.1,0.24543369
1141,1.62,1.3357975
9726,0.12,0.24543369
2816,0.73,0.5223538
3672,0.55,0.4372029
6382,0.27,0.26489258
15651,0.02,0.29134196
15500,0.02,0.24543369
5998,0.29,0.28681704
1373,1.41,1.2765167
15040,0.02,0.24543369
5809,0.31,0.26182348
13573,0.04,0.24830821
5735,0.31,0.32146114
1573,1.26,0.67669904
10628,0.1,0.25153485
9780,0.12,0.24543369
2517,0.82,0.6595241
2000,1.03,0.9619653
7491,0.21,0.2532928
12568,0.06,0.24543369
3112,0.65,0.56390435
8131,0.18,0.25219756
5007,0.38,0.32931054
10590,0.1,0.24665582
14511,0.03,0.2470156
4023,0.49,0.5070824
550,2.73,1.686978
3139,0.64,0.5034692
1429,1.35,0.7019899
16377,0.01,0.24608004
16063,0.02,0.24543369
868,1.96,1.1836411
1853,1.1,1.0116472
6298,0.27,0.29510343
4647,0.42,0.3384078
990,1.76,1.5594753
8332,0.17,0.24654084
1828,1.12,1.1630182
12463,0.06,0.24608004
4058,0.49,0.36277762
1917,1.07,0.939538
13915,0.04,0.24666831
2477,0.83,0.41068843
7682,0.2,0.24543369
14719,0.03,0.24543369
2362,0.88,0.71892166
12331,0.06,0.24543369
2762,0.74,0.5128275
9522,0.13,0.24543369
16014,0.02,0.24543369
6586,0.25,0.2665233
1912,1.07,0.9589226
11940,0.07,0.24543369
10331,0.11,0.24854279
16036,0.02,0.24543369
10086,0.11,0.25346643
13244,0.05,0.24696094
2754,0.74,0.7627394
6414,0.27,0.28899854
11226,0.09,0.24633268
670,2.37,1.934787
7155,0.22,0.2532074
15156,0.02,0.24543369
4386,0.44,0.37537414
7442,0.21,0.24543369
5604,0.32,0.30095303
9424,0.13,0.24543369
8822,0.15,0.24543369
14430,0.03,0.24763715
14774,0.03,0.24543369
12650,0.06,0.24543369
15229,0.02,0.24543369
8602,0.16,0.25747308
5510,0.33,0.35452598
16653,0.01,0.24543369
4540,0.43,0.43527466
7992,0.18,0.25714982
5210,0.36,0.3367526
13703,0.04,0.24543369
3072,0.66,0.50892794
1906,1.08,1.0033754
15811,0.02,0.24543369
11454,0.08,0.24543369
14308,0.03,0.24543369
9768,0.12,0.24543369
7037,0.23,0.25904417
13932,0.04,0.24666831
9514,0.13,0.24575695
1950,1.06,0.88126075
2562,0.8,0.61746323
646,2.42,2.1659179
15359,0.02,0.30084878
788,2.1,1.6604571
8605,0.16,0.24543369
14674,0.03,0.24543369
7114,0.23,0.24543369
3500,0.57,0.55615413
16451,0.01,0.24543369
4443,0.44,0.37068883
6767,0.24,0.25904417
10613,0.1,0.24543369
9919,0.12,0.2614415
13828,0.04,0.24543369
1105,1.66,1.4791088
349,3.63,2.17577
10995,0.09,0.24543369
5147,0.37,0.3170026
14604,0.03,0.24543369
15364,0.02,0.24543369
4876,0.39,0.34163076
10378,0.11,0.24543369
14636,0.03,0.24763715
5578,0.32,0.37715286
14314,0.03,0.24543369
7617,0.2,0.24920353
11837,0.07,0.24608004
15238,0.02,0.24543369
555,2.7,1.730638
7960,0.19,0.24543369
7934,0.19,0.24543369
6544,0.26,0.2532928
889,1.94,1.670405
12327,0.06,0.24543369
8821,0.15,0.24543369
9825,0.12,0.24543369
6608,0.25,0.2658471
1073,1.68,1.3496609
10804,0.1,0.24543369
3952,0.5,0.45767903
13108,0.05,0.24696094
14136,0.04,0.24543369
14537,0.03,0.25554252
5128,0.37,0.289513
8369,0.17,0.24995297
3461,0.58,0.3594056
7838,0.19,0.24763715
4422,0.44,0.35331917
11178,0.09,0.24543369
9520,0.13,0.24543369
5721,0.31,0.24543369
8668,0.16,0.24763715
13609,0.04,0.24543369
8051,0.18,0.24798498
5685,0.32,0.3426817
4458,0.44,0.3283667
5079,0.37,0.3653373
11368,0.08,0.24825019
14143,0.03,0.24543369
4944,0.39,0.37296283
16301,0.01,0.24543369
11538,0.08,0.24543369
120,6.68,5.5918674
3556,0.56,0.3747332
315,3.87,3.2616394
3759,0.53,0.46863353
11382,0.08,0.24696094
13416,0.05,0.24543369
10493,0.1,0.24575695
6191,0.28,0.2815802
12420,0.06,0.24666831
11819,0.07,0.29939777
9944,0.12,0.24575695
1321,1.45,1.1644461
4063,0.49,0.33969548
9683,0.12,0.24543369
10412,0.1,0.24543369
393,3.4,2.687573
14788,0.03,0.24763715
1505,1.3,1.144941
11392,0.08,0.24543369
9591,0.13,0.24543369
4635,0.42,0.3924471
5726,0.31,0.29253387
10215,0.11,0.24763715
12048,0.07,0.24543369
5217,0.36,0.289513
1103,1.66,1.4097626
1243,1.51,1.4083592
7399,0.21,0.2508313
10663,0.1,0.24543369
7975,0.19,0.24600944
16187,0.01,0.24543369
693,2.29,1.8486242
15979,0.02,0.24543369
6740,0.25,0.28964493
12519,0.06,0.24543369
4100,0.48,0.49975502
15672,0.02,0.24543369
10473,0.1,0.24543369
8085,0.18,0.24600944
16231,0.01,0.24543369
492,2.92,1.7854676
10597,0.1,0.24543369
1247,1.51,1.1354126
11939,0.07,0.24543369
5730,0.31,0.2669032
2580,0.79,0.86522436
7929,0.19,0.24763715
5137,0.37,0.38134664
4577,0.42,0.31974602
1617,1.23,1.1103795
11252,0.09,0.24543369
3093,0.65,0.7424083
13629,0.04,0.24543369
10965,0.09,0.24763715
7694,0.2,0.25664964
16284,0.01,0.24543369
5098,0.37,0.39950195
1388,1.39,0.5919268
12581,0.06,0.24543369
13262,0.05,0.24763715
2400,0.87,0.90552104
6203,0.28,0.24543369
2192,0.94,0.75431955
15999,0.02,0.24543369
9218,0.14,0.24543369
5288,0.35,0.3053334
13443,0.05,0.24543369
3183,0.63,0.5483173
14292,0.03,0.24543369
7611,0.2,0.24806806
13886,0.04,0.24543369
4741,0.41,0.33964238
13624,0.04,0.24543369
13708,0.04,0.24543369
1868,1.1,0.9296449
9866,0.12,0.24543369
12764,0.06,0.24543369
3769,0.53,0.41943422
1892,1.08,0.9556043
8960,0.15,0.24763715
2374,0.88,0.71579295
236,4.57,3.8282661
6032,0.29,0.25651795
15217,0.02,0.24543369
14936,0.03,0.24763715
6574,0.26,0.26185328
1621,1.23,1.094217
11056,0.09,0.24763715
7676,0.2,0.24543369
15311,0.02,0.24543369
641,2.42,1.952896
6087,0.28,0.29351825
665,2.37,2.0930223
2125,0.97,0.786764
14933,0.03,0.24543369
4460,0.44,0.42855567
9923,0.12,0.24575695
862,1.98,1.505439
4269,0.46,0.38224405
11826,0.07,0.24763715
15471,0.02,0.24543369
9881,0.12,0.24600944
1099,1.66,1.0766969
1213,1.54,1.3634663
9372,0.13,0.24696094
12351,0.06,0.24543369
16425,0.01,0.24543369
7551,0.2,0.24731466
4784,0.4,0.33134744
4444,0.44,0.35598522
9434,0.13,0.31681395
10576,0.1,0.24543369
9847,0.12,0.24827757
11656,0.08,0.24543369
13124,0.05,0.24763715
13813,0.04,0.273889
10765,0.1,0.24543369
16589,0.01,0.24543369
1251,1.51,1.2640693
12227,0.07,0.24543369
10344,0.11,0.2614415
6322,0.27,0.2602954
15010,0.02,0.24543369
12275,0.07,0.24543369
298,4.04,3.3958197
14194,0.03,0.24543369
14400,0.03,0.24763715
16408,0.01,0.24543369
10880,0.09,0.24543369
5959,0.29,0.30694395
11683,0.08,0.24543369
3365,0.6,0.51143265
12240,0.07,0.24543369
11651,0.08,0.24543369
11850,0.07,0.24608004
5758,0.31,0.38935992
9462,0.13,0.24543369
1576,1.26,1.0729502
12987,0.05,0.24543369
6987,0.23,0.24878106
8282,0.17,0.24543369
437,3.14,2.5267172
14669,0.03,0.24543369
13088,0.05,0.24543369
4988,0.38,0.42694157
5366,0.34,0.27762282
12993,0.05,0.24543369
9295,0.14,0.25540572
10235,0.11,0.2470156
13690,0.04,0.2605593
403,3.33,1.493727
8577,0.16,0.24654084
8098,0.18,0.24543369
15485,0.02,0.24543369
112,6.95,4.984914
13017,0.05,0.24543369
11507,0.08,0.24543369
13335,0.05,0.24666831
16228,0.01,0.24543369
15844,0.02,0.24543369
1476,1.33,1.2137349
12109,0.07,0.24763715
11954,0.07,0.24543369
6644,0.25,0.268144
231,4.62,3.9277852
7731,0.19,0.24763715
2573,0.8,0.6788808
6564,0.26,0.32025948
11857,0.07,0.24543369
1656,1.21,0.96304536
15796,0.02,0.24543369
8715,0.15,0.2470156
12336,0.06,0.24543369
2750,0.74,0.76529056
15272,0.02,0.24543369
14705,0.03,0.24543369
13371,0.05,0.24543369
14188,0.03,0.24543369
15908,0.02,0.24543369
11484,0.08,0.24543369
1310,1.46,1.2250121
11216,0.09,0.24763715
1927,1.07,0.8153508
6055,0.29,0.29351825
7300,0.21,0.24862778
3451,0.58,0.4694244
8529,0.16,0.24543369
6230,0.28,0.26885712
11480,0.08,0.24763715
11888,0.07,0.24543369
13073,0.05,0.24543369
1687,1.2,1.0917888
7621,0.2,0.31431365
3446,0.58,0.46412522
1334,1.43,1.183344
9365,0.13,0.24543369
4739,0.41,0.42033184
16030,0.02,0.24543369
9175,0.14,0.24543369
7323,0.21,0.24763715
642,2.42,1.5287844
7198,0.22,0.25264198
16628,0.01,0.24696094
13187,0.05,0.24543369
11137,0.09,0.24575695
15328,0.02,0.24543369
2564,0.8,0.66873866
12518,0.06,0.24543369
4182,0.47,0.33988115
7146,0.22,0.24543369
14393,0.03,0.24543369
8520,0.16,0.25824806
6195,0.28,0.29351825
1123,1.64,1.3459285
15280,0.02,0.24543369
15650,0.02,0.24543369
9220,0.14,0.24666831
964,1.82,1.7124462
15449,0.02,0.24543369
8190,0.18,0.24543369
8014,0.18,0.24543369
11652,0.08,0.24543369
9621,0.13,0.24543369
8882,0.15,0.24543369
10813,0.1,0.2470156
2545,0.81,0.44666952
10609,0.1,0.24543369
6468,0.26,0.2532928
16079,0.02,0.24543369
11642,0.08,0.24543369
12252,0.07,0.24763715
15084,0.02,0.24543369
7462,0.21,0.25386858
8604,0.16,0.24543369
13082,0.05,0.24543369
6743,0.25,0.2889387
16373,0.01,0.24543369
9914,0.12,0.24666831
5160,0.36,0.29235685
14264,0.03,0.24763715
3241,0.62,0.44240317
10258,0.11,0.24696094
14951,0.03,0.24543369
16648,0.01,0.24543369
5640,0.32,0.34736687
3452,0.58,0.4889828
7163,0.22,0.24654084
11690,0.08,0.24543369
6448,0.26,0.26431987
8888,0.15,0.24763715
9370,0.13,0.24543369
6473,0.26,0.27385288
15190,0.02,0.2470156
579,2.63,2.0809457
6501,0.26,0.26654136
16247,0.01,0.24543369
2244,0.92,0.9168092
8734,0.15,0.24543369
14737,0.03,0.24543369
10261,0.11,0.24543369
525,2.8,2.182271
4047,0.49,0.40066734
11062,0.09,0.24763715
15940,0.02,0.24543369
5888,0.3,0.25857502
3267,0.62,0.6667018
10800,0.1,0.24543369
9153,0.14,0.24763715
9217,0.14,0.24543369
1187,1.56,1.4225802
2377,0.87,0.90622854
7038,0.23,0.28574467
15168,0.02,0.24543369
276,4.19,3.4484444
11860,0.07,0.24543369
16167,0.01,0.24543369
9173,0.14,0.24763715
6471,0.26,0.26431987
5026,0.38,0.43368113
15790,0.02,0.24827757
6967,0.23,0.26144212
9861,0.12,0.24666831
8637,0.16,0.25824806
4842,0.4,0.30487525
9050,0.14,0.24763715
11172,0.09,0.24543369
735,2.21,1.7808173
5241,0.36,0.27913618
5629,0.32,0.28117514
14528,0.03,0.24763715
2857,0.72,0.56696737
2309,0.9,0.81738603
14168,0.03,0.24543369
16312,0.01,0.24543369
8590,0.16,0.28804922
7821,0.19,0.2470156
14402,0.03,0.2746313
7865,0.19,0.24654084
3204,0.63,0.56125283
601,2.56,1.8771698
4993,0.38,0.36602354
325,3.8,3.3169668
10890,0.09,0.24543369
6670,0.25,0.2575332
3459,0.58,0.5139909
6855,0.24,0.26972586
15046,0.02,0.24543369
3772,0.53,0.34509057
9524,0.13,0.24543369
15186,0.02,0.24543369
11750,0.08,0.24543369
7946,0.19,0.24543369
16679,0.01,0.24543369
529,2.79,2.5422273
326,3.79,2.9090178
11962,0.07,0.24543369
14243,0.03,0.24543369
15557,0.02,0.24763715
7144,0.22,0.25904417
4226,0.46,0.475995
6631,0.25,0.26295364
4621,0.42,0.3384078
10299,0.11,0.24763715
7741,0.19,0.24543369
14221,0.03,0.26296377
10401,0.11,0.24759129
11658,0.08,0.24543369
7706,0.2,0.24958423
16570,0.01,0.24543369
12447,0.06,0.24543369
15517,0.02,0.24543369
4123,0.48,0.46636754
8730,0.15,0.2470156
9102,0.14,0.24995297
14885,0.03,0.24763715
3557,0.56,0.47793666
4966,0.38,0.30453068
15698,0.02,0.24543369
10243,0.11,0.24763715
3520,0.57,0.55615413
287,4.1,2.3317966
11654,0.08,0.24543369
8789,0.15,0.24543369
3448,0.58,0.48091918
12723,0.06,0.24543369
1792,1.14,0.9610315
2890,0.71,0.3623333
1838,1.11,1.0481546
8088,0.18,0.24654084
2104,0.98,0.8644052
7514,0.2,0.2462298
6029,0.29,0.30637664
8833,0.15,0.24543369
7208,0.22,0.2678476
14836,0.03,0.24543369
15137,0.02,0.24543369
12335,0.06,0.24798498
6202,0.28,0.297543
261,4.32,3.4499748
4983,0.38,0.48951635
5172,0.36,0.34499303
2424,0.86,0.8192198
9831,0.12,0.24543369
4223,0.46,0.35668403
13537,0.04,0.24763715
5193,0.36,0.28295636
13070,0.05,0.24543369
8938,0.15,0.24543369
12260,0.07,0.24543369
2072,1.0,0.80457395
13560,0.04,0.25779685
14319,0.03,0.24543369
15406,0.02,0.24543369
7393,0.21,0.26092863
10839,0.09,0.24543369
10760,0.1,0.24543369
15081,0.02,0.24543369
9390,0.13,0.24543369
10433,0.1,0.24543369
9630,0.13,0.24543369
16436,0.01,0.24543369
6878,0.24,0.25153485
7407,0.21,0.25532973
10582,0.1,0.24543369
10951,0.09,0.24543369
13111,0.05,0.24543369
8846,0.15,0.24543369
5393,0.34,0.33058277
14678,0.03,0.24543369
10461,0.1,0.25554252
4601,0.42,0.4173789
2282,0.91,0.7836809
11495,0.08,0.24575695
11865,0.07,0.24543369
10850,0.09,0.24543369
4186,0.47,0.39640808
1462,1.34,1.1239264
11594,0.08,0.24543369
9819,0.12,0.24543369
3854,0.52,0.40496048
11947,0.07,0.250551
3418,0.59,0.5010814
5978,0.29,0.29857504
3867,0.52,0.35977823
10533,0.1,0.24543369
5130,0.37,0.3653373
11898,0.07,0.24543369
938,1.86,1.3718388
4959,0.38,0.34348154
13080,0.05,0.24543369
308,3.94,2.73885
13577,0.04,0.24600944
999,1.76,1.5129771
13152,0.05,0.24763715
254,4.36,3.4322903
4088,0.48,0.3965381
13685,0.04,0.24543369
12991,0.05,0.2470156
6566,0.26,0.25487468
8097,0.18,0.24543369
2693,0.76,0.35493976
6052,0.29,0.31255093
752,2.18,0.8855994
6151,0.28,0.274095
7002,0.23,0.24600944
15622,0.02,0.24543369
7949,0.19,0.25824806
6144,0.28,0.29534417
9713,0.12,0.24543369
2285,0.91,0.47909248
15912,0.02,0.24543369
12305,0.06,0.24543369
16619,0.01,0.24543369
7701,0.2,0.24575695
14816,0.03,0.24543369
654,2.4,1.8856591
14671,0.03,0.24543369
7568,0.2,0.24654084
1246,1.51,0.9746766
3939,0.5,0.41076064
2036,1.02,0.8187289
7066,0.23,0.25386858
6258,0.27,0.25532973
3436,0.58,0.49270934
15884,0.02,0.24600944
11599,0.08,0.24543369
5636,0.32,0.28899854
13672,0.04,0.24543369
10135,0.11,0.24543369
16524,0.01,0.24543369
15491,0.02,0.24543369
13565,0.04,0.24543369
2391,0.87,0.80693454
9775,0.12,0.24600944
8880,0.15,0.24600944
2868,0.71,0.8129312
3788,0.53,0.31401563
11874,0.07,0.24543369
2540,0.81,0.71756953
12582,0.06,0.24543369
15998,0.02,0.24543369
15354,0.02,0.24543369
5396,0.34,0.2672123
2830,0.72,0.7875255
6903,0.24,0.26433793
14551,0.03,0.2470156
2153,0.95,0.9018427
13031,0.05,0.24543369
12226,0.07,0.24543369
14769,0.03,0.24543369
14639,0.03,0.24543369
13505,0.04,0.24543369
12907,0.05,0.24600944
12038,0.07,0.24543369
2968,0.68,0.5782407
16574,0.01,0.24543369
10919,0.09,0.2470156
12408,0.06,0.24543369
8541,0.16,0.24608004
13906,0.04,0.24543369
5737,0.31,0.42179313
6286,0.27,0.26489258
11812,0.07,0.24543369
3586,0.56,0.33809516
4195,0.47,0.36208344
1433,1.35,1.2810884
4329,0.45,0.40395564
2017,1.03,0.94647646
9160,0.14,0.31125608
4677,0.41,0.3159684
10391,0.11,0.24608004
16659,0.01,0.24543369
10896,0.09,0.24763715
1858,1.1,0.6067428
6682,0.25,0.2602954
1891,1.09,1.0033754
675,2.35,1.8553555
8941,0.15,0.250551
13470,0.05,0.24543369
5778,0.31,0.2699641
4134,0.47,0.42751223
2998,0.67,0.5945945
5149,0.37,0.29273722
9841,0.12,0.24543369
11161,0.09,0.24543369
12132,0.07,0.24543369
7675,0.2,0.2588238
910,1.89,1.5817891
11479,0.08,0.24543369
710,2.25,1.3867311
14596,0.03,0.24608004
1960,1.06,0.9051025
15292,0.02,0.24543369
12791,0.06,0.24543369
11995,0.07,0.24543369
7055,0.23,0.26433793
1569,1.27,0.8085402
6333,0.27,0.30674073
11542,0.08,0.24543369
14008,0.04,0.24665582
2199,0.94,0.94991106
16239,0.01,0.24543369
7069,0.23,0.26341072
11557,0.08,0.24543369
13981,0.04,0.24543369
2290,0.9,0.7753774
707,2.26,1.9782733
11868,0.07,0.24763715
3651,0.55,0.38476086
5676,0.32,0.3426817
3925,0.51,0.4586521
4045,0.49,0.34066433
13051,0.05,0.24543369
3358,0.6,0.47740608
14114,0.04,0.24543369
4824,0.4,0.31627584
13145,0.05,0.24543369
4524,0.43,0.27848157
5948,0.29,0.27790585
3432,0.58,0.42361045
13107,0.05,0.24543369
5,30.26,14.829365
12648,0.06,0.24543369
16283,0.01,0.24543369
1428,1.35,1.151984
16600,0.01,0.24543369
12775,0.06,0.24543369
14014,0.04,0.24543369
11141,0.09,0.24543369
5084,0.37,0.3261571
996,1.76,1.2451675
2781,0.74,0.38688007
8768,0.15,0.24543369
12062,0.07,0.24543369
1886,1.09,0.6229456
15609,0.02,0.24543369
10692,0.1,0.24543369
7573,0.2,0.24862778
8720,0.15,0.25824806
9381,0.13,0.24608004
3501,0.57,0.3285675
10788,0.1,0.24543369
12575,0.06,0.24543369
2854,0.72,0.78068495
11691,0.08,0.24543369
11494,0.08,0.24543369
4334,0.45,0.3317589
11546,0.08,0.24543369
8256,0.17,0.25178558
7421,0.21,0.24763715
4950,0.39,0.37356117
14541,0.03,0.24543369
3665,0.55,0.43332434
348,3.63,2.5231502
5229,0.36,0.28728783
6246,0.27,0.28040305
7395,0.21,0.2532928
12964,0.05,0.24600944
12264,0.07,0.24543369
4498,0.43,0.3683184
1996,1.04,0.920351
447,3.1,2.495506
6388,0.27,0.3045373
182,5.24,3.7813113
13662,0.04,0.24543369
10844,0.09,0.24543369
8796,0.15,0.24543369
5634,0.32,0.29784393
14263,0.03,0.24543369
14717,0.03,0.24543369
3860,0.52,0.34224668
5960,0.29,0.31291372
3269,0.61,0.48080066
600,2.56,1.6165406
12550,0.06,0.24543369
16343,0.01,0.24543369
872,1.95,1.7501497
869,1.96,0.672034
10149,0.11,0.24543369
701,2.28,1.9052725
5225,0.36,0.3261571
14581,0.03,0.24543369
10077,0.11,0.24543369
7715,0.19,0.24543369
9450,0.13,0.24763715
3815,0.52,0.3506816
9232,0.14,0.24543369
7852,0.19,0.24543369
10503,0.1,0.24543369
12317,0.06,0.24543369
4384,0.44,0.44695216
13140,0.05,0.2470156
11372,0.08,0.25187042
6732,0.25,0.2532074
8376,0.17,0.24763715
8543,0.16,0.2549668
4957,0.39,0.31970775
10717,0.1,0.24543369
